text,hashtags,created_at,reference_type,lang,users.username,users.following,users.tweets,users.location,users.verified,metrics.retweets,metrics.replies,metrics.quotes,metrics.impressions,entities.mentions,entities.url title,places.name,places.place_type,places.country,places.country_code
awak mobil tangki berita putus hubung kerja tanggal mei,['publisherstory'],2022-05-13 13:10:38,,in,kumparan,3.0,953869.0,,True,0,0,0,0,[],[],,,,
dasar survey lembaga riset danareksa persero danareksa research institute februari pandemi sebab banyak masyarakat kena putus hubung kerja,"['proyeksidriakurat', 'banggaholdingdanareksa']",2022-05-13 14:14:06,,in,BannaJailani,286.0,1051.0,,False,0,0,0,0,[],[],,,,
karyawan metropolitan telkom aju gugat kena,['idcorner'],2022-05-13 17:07:43,,in,IDCorner,375.0,130369.0,"Central Java, Indonesia",False,0,0,0,0,[],[],,,,
karyawan koperasi metropolitan telkom indonesia aju gugat kena,['idcorner'],2022-05-13 17:23:47,,in,IDCorner,375.0,130369.0,"Central Java, Indonesia",False,0,0,0,0,[],[],,,,
kemnaker atur mekanisme kait cair bsu bsu mekanisme skema jamin hilang kerja jkp korban putus hubung kerja,['bsutepatdanakuntabel'],2022-05-14 02:25:41,,in,Anak_Mama27,1023.0,2235.0,"Bandar Lampung, Lampung",False,8,0,0,0,[],[],,,,
bsu,['bsutepatdanakuntabel'],2022-05-14 06:00:51,,in,_riverheaven,18225.0,180257.0,,False,11,0,0,0,[],[],,,,
tolak lupa jerit jiwa balik negosiasi iupkkk vs furlough kerja lingkung freeport indonesia,['mayday2022'],2022-05-14 06:50:36,,in,PoesTri,2968.0,4128.0,"Papua, Indonesia",False,6,0,0,0,[],[],,,,
isu omnibus law masuk akal uu ciptaker cipta aman kerja,"['omnibuslaw', 'uuciptakerja', 'mayday']",2022-05-14 07:49:40,,in,Uziroki,42.0,292.0,,False,0,0,0,0,[],[],,,,
dampak kurang jam kerja putus hubung kerja turun tingkat pandemi alami harap dongkrak ekonomi,['demoharusdamai'],2022-05-14 10:21:52,,in,ekadwihandayani,2844.0,6778.0,,False,0,0,0,0,[],[],,,,
bijak bsu tuju usaha rumah putus hubung kerja kasihan banget pandemi,['demoharusdamai'],2022-05-14 10:22:07,['replied_to'],in,yulakusuma,3723.0,8556.0,"Yogyakarta, Indonesia",False,0,1,0,0,[],[],,,,
perintah stimulus ekonomi adakan program insentif pajak hasil jaring aman sosial kerja sektor informal prioritas insentif latih kerja kena,['demoharusdamai'],2022-05-14 10:22:28,['replied_to'],in,Desty007,5431.0,81806.0,Bekasi,False,0,1,0,0,[],[],,,,
bukti demo damai bawa hasil nih pandemi sebab covid perintah stimulus ekonomi program insentif pajak hasil jaring kam sosial prioritas insenstif latih kena,['demoharusdamai'],2022-05-14 10:22:51,['replied_to'],in,PuntoWicaksono,967.0,1321.0,Indonesia,False,0,1,0,0,[],[],,,,
dipungkiri pandemi dampak signifikan kecuali usaha buruh ketidakpastian iklim usaha lesu dampak buruh,['demoharusdamai'],2022-05-14 10:25:17,,in,anis_khoir01,3932.0,10062.0,"Tuban, Indonesia",False,0,0,0,0,[],[],,,,
pas pandemi istri terima kerja freelancer banget tengah orang susah kerja kerja alhamdulillah gaji bantu uang keluarga,['demoharusdamai'],2022-05-14 10:30:45,['replied_to'],in,_3F_,864.0,15681.0,"Ciracas, Indonesia",False,0,1,0,0,[],[],,,,
upaya perintah tekan anggur akibat dampak covid bantu stimulus ekonomi program insentif pajak prioritas insetif latih kerja kena,['demoharusdamai'],2022-05-14 10:32:39,,in,ivoniezahra,1924.0,8082.0,"Malang, Jawa Timur",False,0,0,0,0,[],[],,,,
serta undur alami putus hubung kerja klaim jahat tunai,['demoharusdamai'],2022-05-14 10:33:37,['replied_to'],in,TatiSuherman,2313.0,27284.0,"Jakarta Barat, DKI Jakarta",False,0,1,0,0,[],[],,,,
empat prioritas beri insentif latih program kartu prakerja kerja kena perintah insentif latih target juta terima manfaat,['demoharusdamai'],2022-05-14 10:34:26,['replied_to'],in,nia_nurdiansyah,1932.0,9810.0,Semarang-Bandung,False,0,1,0,0,[],[],,,,
presiden perintah tata syarat bayar jahat sederhana mudah dana jahat ambil kerja alami sulit alami putus hubung kerja,['demoharusdamai'],2022-05-14 10:37:11,,in,raniyulianty,712.0,20139.0,Bandung,False,0,0,0,0,[],[],,,,
bijak covid beri stimulus ekonomi program insentif pajak hasil jaring kam sosial kerja sektor informasi prioritas insentif latih kena,['demoharusdamai'],2022-05-14 10:39:30,['replied_to'],in,trianadewi_td,2455.0,18024.0,LA,False,0,1,0,0,[],[],,,,
pandemi covid th kemaren perintah tekan angka anggur salah satu latih kerja kena dampak hayoo rasa manfaat sharing cerita yuuuk,['demoharusdamai'],2022-05-14 10:46:09,,in,MamieKoe,1712.0,7775.0,,False,0,0,0,0,[],[],,,,
kena kerja mau kerja asing negara langsung ambil manfaat program jahat,['demoharusdamai'],2022-05-14 11:01:57,,in,anis_khoir01,3932.0,10062.0,"Tuban, Indonesia",False,0,0,0,0,[],[],,,,
moga kerja aman masa pandemi imbas rumah paksa hak bayar,['demoharusdamai'],2022-05-14 11:18:13,['replied_to'],in,yuliastuti8721,1919.0,6996.0,"Pekan Baru, Riau",False,1,1,0,0,[],[],,,,
perintah bantu sosial juta kerja sektor informal prioritas beri insentif latih program kartu prakerja kerja kena,['demoharusdamai'],2022-05-14 11:18:56,['replied_to'],in,hairildaily,976.0,29117.0,indonesia,False,0,1,0,0,[],[],,,,
program blt subsidi gaji cegah usaha biar bantuin kerja rumah tuhkan perintah tinggal diam,['demoharusdamai'],2022-05-14 11:19:56,['replied_to'],in,monicaang2,3826.0,19492.0,Jakarta,False,0,0,0,0,[],[],,,,
kerja undur jahat bayar tunai lewat tunggu surat terang henti kerja terbit kerja alami jahat bayar surat,['demoharusdamai'],2022-05-14 11:36:21,['replied_to'],in,yulakusuma,3723.0,8556.0,"Yogyakarta, Indonesia",False,0,1,0,0,[],[],,,,
kena perintah prioritas beri insentif latih program kartu prakerja target juta terima manfaat,['demoharusdamai'],2022-05-14 11:57:59,['replied_to'],in,nisaahani,3657.0,16395.0,www.youtube.com/nisaahani,False,0,1,0,0,[],[],,,,
pandemi ekonomi indonesia puruk akibat banyak perintah tinggal diam upaya tekan anggur pandemi,['demoharusdamai'],2022-05-14 11:59:38,['replied_to'],in,Desty007,5431.0,81806.0,Bekasi,False,0,1,0,0,[],[],,,,
perintah antisipasi fenomena bnyakny kerja akibat pandemi,['demoharusdamai'],2022-05-14 12:00:54,,in,mude_mudrikah,2689.0,17737.0,Jakarta Pusat,False,0,1,0,0,[],[],,,,
kerja kena jahat bayar tunai lewat tunggu bulan hitung tanggal putus hubung kerja,['demoharusdamai'],2022-05-14 12:07:38,['replied_to'],in,jiahaljafara,1176.0,13256.0,"Jepara, Jawa Tengah",False,0,1,0,0,[],[],,,,
karyawan dampak pandemi alih laku usaha manfaat uang modal dengam oss bantu urus izin,['demoharusdamai'],2022-05-14 12:09:20,['replied_to'],in,TatiSuherman,2313.0,27284.0,"Jakarta Barat, DKI Jakarta",False,0,1,0,0,[],[],,,,
mengurangin angka penganggguran covid perintah keluar kebijakankebijakan dukung korban kerja,['demoharusdamai'],2022-05-14 13:08:29,['replied_to'],in,namakuhanni,4889.0,14853.0,Depok,False,0,1,0,0,[],[],,,,
habis suply senjata zionis usaha dampak moga kena kerja barokah amin lihat video silvanamoba,['tiktok'],2022-05-14 15:01:15,,in,rachibunniaam,157.0,1664.0,,False,0,0,0,0,[],['TikTok - Make Your Day'],"Leuwiliang, Indonesia",city,Indonesia,ID
ue pabrik pegawai palah karyawan,['unilever'],2022-05-14 16:38:36,,in,DAM9312,100.0,4414.0,Indonesia,False,0,0,0,0,[],[],,,,
kasihan lihat berita an moga lekas adil karyawan unilever greschinov komunikasi informatika anies,"['unilever', 'phk', 'trending', 'viral', 'buruh', 'hariburuh']",2022-05-15 11:56:17,,in,Natn__n,90.0,681.0,,False,0,0,0,0,[],[],,,,
video edar karyawan unilever protes usaha,"['portalyogya', 'unilever']",2022-05-15 12:27:54,,in,portalyogya,148.0,6258.0,Pogung Dalangan Gang Semar No.,False,0,0,0,0,[],[],,,,
ketua serikat kerja diphk kerja demo hotel,"['demo', 'berita', 'nusabali', 'phk', 'serikatpekerja', 'unjukrasa', 'hotelayanaresortandspa']",2022-05-15 12:52:06,,in,nusabalicom,374.0,90300.0,"Denpasar, Bali",False,0,0,0,0,[],[],,,,
hati nurani lihat video silvanamoba,"['unilever', 'tiktok']",2022-05-15 15:14:32,,in,blackdev1l27,84.0,17.0,surabaya,False,0,0,0,0,[],[],,,,
gadai mau majikan turut resiko,['rezimkerjauntukoligarki'],2022-05-16 00:55:36,['replied_to'],in,dyta0303,5687.0,52070.0,,False,0,0,0,0,['h4mdb'],[],,,,
orang karyawan ptunilever surabaya orang terima hak sesuai uu ngotot terima,"['unileversurabaya', 'phk']",2022-05-16 01:34:29,,in,3rwin__34,3008.0,4299.0,Indonesia,False,1,1,0,0,[],[],,,,
viral video kena unilever surabaya karyawan kritik tajam usaha,"['news', 'berita']",2022-05-16 07:47:54,,in,id_ramal,1.0,6675.0,Jakarta,False,0,0,0,0,[],[],,,,
viral video karyawan unilever,"['lengkapcepatberitanya', 'keuangan', 'ekonomi', 'ekonomi', 'ekonomiindonesia']",2022-05-16 13:43:15,,in,okezonenews,67.0,1963138.0,Jakarta,False,0,0,0,0,[],[],,,,
kesya bu karina dbanding elsa nino opaoma bu karina hilang kesya hilang orang habis chandra kesya bu chandra,['ikatancinta'],2022-05-16 14:21:21,,in,lovelanguage4ev,41.0,12042.0,"Garut, Indonesia",False,0,0,0,0,[],[],,,,
masuk berita edar video viral karyawan unilever duga jawa timur,"['sindonews', 'bukanberitabiasa']",2022-05-16 19:01:49,['replied_to'],in,Stev3n_Peg3l,9093.0,42531.0,Planet Polus,False,0,0,0,0,[],['Berita Ekonomi dan Bisnis Terkini dan Terbaru Hari Ini - SINDOnews'],,,,
dasar survey danareksa research institute februari pandemi sebab masyarakat kena tutup usaha ayo papar taut,"['proyeksidriakurat', 'banggaholdingdanareksa']",2022-05-17 02:35:29,,in,BUMNkotaMataram,159.0,316.0,"Kota Mataram, Nusa Tenggara Ba",False,0,0,0,0,[],[],,,,
alibaba group putus hubung kerja persen karyawannya rusia sumber,"['medanfmmakinhits', 'aliexpress']",2022-05-17 05:02:50,,in,963MedanFM,293.0,88047.0,"Medan, Indonesia",False,0,0,0,0,[],"['Berita Terkini, Kabar Terbaru Hari Ini Indonesia dan Dunia - Liputan6.com']",,,,
buntut disperinaker temu manajemen karyawan,"['berita', 'nusabali', 'phk', 'ayanaresortandspa']",2022-05-18 00:21:55,,in,nusabalicom,374.0,90300.0,"Denpasar, Bali",False,0,0,0,0,[],[],,,,
kait ayana resort bal harap regional federasi serikat kerja mandiri,"['phk', 'bali', 'covid19']",2022-05-18 05:21:22,,in,tribunbalikanal,7.0,19704.0,Bali,False,0,0,0,0,[],[],,,,
imbas dapat lorot karyawan netflix kena,"['uzoneid', 'lifestyle', 'viral']",2022-05-18 06:11:43,,in,uzoneindonesia,54.0,109398.0,Indonesia,False,0,0,0,0,[],[],,,,
netflix karyawan hilang langgan,"['terbaru', 'banyak', 'berita', 'karyawan']",2022-05-18 06:15:40,,in,nolantv_viral,3.0,33235.0,,False,0,0,0,0,[],[],,,,
netflix putus hubung kerja karyawannya rugi hilang langgan,['netflix'],2022-05-18 19:00:00,,in,holopiscom,0.0,16407.0,Jakarta,False,0,0,0,0,['netflix'],[],,,,
karyawan netflix ancam bangkrut netflix ancam bangkrut kabar alami turun langgan imbas turun langgan netflix putus kontrak kerja,"['news', 'netflix']",2022-05-19 04:56:33,,in,terkinidotid,475.0,61130.0,"Makassar, Indonesia",False,0,0,0,0,[],[],,,,
netflix karyawan imbas tinggal langgan,"['headline', 'latestnews', 'news', 'netflix']",2022-05-19 05:35:03,,in,TechnologueID,167.0,26467.0,Jakarta - Indonesia,False,0,0,0,0,[],[],,,,
kanwil menteri hukum hak asasi manusia sumsel kepala disnaker lubuklinggau tamri mngtkn dukung program berterimakasih lapas sedia wadah warga bina program bina,"['kumhampasti', 'kumhamsumsel']",2022-05-19 08:06:17,['replied_to'],in,MuaraduaLapas,71.0,30176.0,,False,0,1,0,0,"['kemenkumham_ri', 'kumhamsumsel']",[],,,,
ka bapa lahat menteri hukum hak asasi manusia sumsel perimansyah optimalisasi bimbing klien masyarakat program rehabilitasi danatau pasca rehabilitasi narkotika bangun kerjasama bnnk pagar alam,"['kumhampasti', 'kumhamsumsel']",2022-05-19 09:25:21,['replied_to'],in,imigrasiPLG,45.0,17479.0,Jl. Pangeran Ratu Jakabaring ,False,0,0,0,0,"['kemenkumham_ri', 'kumhamsumsel']",[],,,,
netflix karyawan imbas hilang baca,"['mataindonesia', 'netflix', 'phk', 'karyawan']",2022-05-19 10:30:01,,in,matamilenialID,19.0,46773.0,"Jakarta, Indonesia",False,0,0,0,0,[],[],,,,
keluarga ghaib cerita covid serang kena pabrik kerja akumendapatkan kerja via online adisuatu rumah mewah telah kerja,['merinding'],2022-05-19 16:15:46,,in,rapmafmums,22.0,235026.0,"UMS | Solo City,Central Java",False,0,1,0,0,[],[],,,,
kondisi usaha turun netflix karyawan as,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-05-20 02:55:44,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],[],,,,
bagus rutin mmriksa mnggledah dtail pjbt tugas pengunjungphk masukkeluar pintu utm lapas tnjung raja menteri hukum hak asasi manusia sumsel ssuai tugas fungsi,"['kumhampasti', 'kumhamsumsel', 'lpmuaraenim']",2022-05-20 03:23:47,['replied_to'],in,LPMuaraEnim,173.0,24707.0,,False,0,1,0,0,"['kemenkumham_ri', 'kumhamsumsel']",[],,,,
selasa rabu pakai bapa plmbng menteri hukum hak asasi manusia sumsel koordinasi trkit kejat sumsel polres plmbng polres banyuasin polres ogan ilir pn pngkln balai kejar ogan ilir,"['kumhamsumsel', 'lpmuaraenim']",2022-05-20 04:23:58,['replied_to'],in,LPMuaraEnim,173.0,24707.0,,False,0,1,0,0,"['kemenkumham_ri', 'kumhamsumsel']",[],,,,
netflix tinggal juta langgan karyawan kena,"['inilahcom', 'inilahdotcom']",2022-05-20 04:30:00,,in,inilahdotcom,40.0,47627.0,,True,0,0,0,0,[],[],,,,
silver acura rlx sdn tech pkg miles,"['rlx', 'vipautoenterpriseinc']",2022-05-20 16:37:34,,in,vipautosfl,0.0,4001.0,"Orlando, FL",False,0,0,0,0,[],[],,,,
netflix putus hubung kerja karyawan kondisi usaha turun karyawan diphk tara persen total karyawan,['sonorapagi'],2022-05-21 02:48:46,,in,sonorafm967,3186.0,62341.0,"Gedung Kompas Gramedia Lt. 4, Jl. Hos Cokroaminoto No.56, Darat Sekip, Pontianak Kota, Pontianak, West Kalimantan 78243",False,0,0,0,0,[],[],"Kalimantan Barat, Indonesia",admin,Indonesia,ID
pengamaman aksi massa karyawan cv cipta manunggal abadi tuntut hak diberlakukanya official,"['humaspolrestabessby', 'divhumas']",2022-05-21 04:34:33,,in,LakarPolsek_Hms,58.0,393.0,"Kota Surabaya, Jawa Timur",False,0,0,0,0,"['humaspoldajatim', 'divhumas']",[],,,,
karyawan rina mulya group adu disnaker jember follow google berita,"['beritaviral', 'berita', 'news']",2022-05-21 07:05:36,,in,bangsaonline,1949.0,48818.0,Jalan cipta menanggal 1 no 35 ,False,0,0,0,0,[],[],,,,
choirul mahpuduah sukses bangun komunitas usaha kampung kue surabaya jawa timur,['phk'],2022-05-22 06:21:02,,in,jpnncom,0.0,937171.0,Indonesia,False,0,0,0,0,[],[],,,,
at bumn dasar survey lembaga riset danareksa persero danareksa research institute februari pandemi sebab banyak masyarakat kena putus hubung kerja,"['proyeksidriakurat', 'banggaholdingdanareksa']",2022-05-22 15:13:59,,in,bumnpwtjitu,64.0,1098.0,,False,0,0,0,0,[],[],,,,
netflix karyawan rugi tara total ribu karyawan netflix data periode,['databoks'],2022-05-23 02:15:46,,in,databoksid,1.0,14124.0,,False,1,0,0,0,[],[],,,,
haru presiden jokowi bantu suami bantu masyarakat indonesia program program mudah masyarakat,"['jokowi', 'indonesiamaju', 'viral', 'fyp']",2022-05-23 08:01:52,,in,jokowiID_,1.0,428.0,,False,0,0,0,0,[],[],,,,
coba dengar lagu mendem kahan rii,['tiktok'],2022-05-23 14:14:42,,in,Angelin86245061,9.0,4.0,,False,0,0,0,0,[],['TikTok - Make Your Day'],,,,
startup edutech zenius karyawan imbas kondisi makro ekonomi buruk usaha janji benefit finansial asuransi karyawan dampak,['kumparantech'],2022-05-24 05:38:04,,in,kumparan,3.0,953869.0,,True,5,0,2,0,[],[],,,,
zenius kondisi makro ekonomi buruk usaha janji sangon karyawan dampak lanjut manfaat asuransi sehat september,['kumparantech'],2022-05-24 06:16:16,,in,kumparan,3.0,953869.0,,True,2,0,1,0,[],[],,,,
fahmi dampak buruk situasi lonjak tambah anggur sisi global investor tarik investasi pasar komoditas banding sektor ril realisasi investasi lambat,['jabar5'],2022-05-24 12:14:19,['replied_to'],in,NovalKarom,148.0,13519.0,Jakarta,False,0,1,0,0,"['wikidpr', 'fpksdprri']",[],,,,
quad camera alas ku menang kena minnn hp pakai skrang lot naudzubillah butuh hp loker daftar kerja online bismillah moga rezeki,"['galaxya13', 'lazadagiveaway']",2022-05-24 15:13:19,['replied_to'],in,owcoy,196.0,3589.0,"Jawa Barat, Indonesia",False,0,0,0,0,"['lazadaid', 'samsungid', 'luqiw', 'dewiqu', 'ryandi']",[],,,,
quad camera alas ku menang kena minnn hp pakai skrang lot naudzubillah butuh hp loker daftar kerja online bismillah moga rezeki,"['galaxya13', 'lazadagiveaway']",2022-05-24 15:14:51,['replied_to'],in,owcoy,196.0,3589.0,"Jawa Barat, Indonesia",False,0,0,0,0,"['lazadaid', 'samsungid', 'luqiw', 'dewiqu', 'ryandi']",[],,,,
quad camera alas ku menang kena minnn hp pakai skrang lot naudzubillah butuh hp loker daftar kerja online bismillah moga rezeki lantai,"['galaxya13', 'lazadagiveaway']",2022-05-24 15:16:11,['replied_to'],in,owcoy,196.0,3589.0,"Jawa Barat, Indonesia",False,0,0,0,0,"['lazadaid', 'samsungid', 'luqiw', 'dewiqu', 'ryandi']",[],,,,
ramai kabar karyawan jelas lengkap linkaja,['tempobisnis'],2022-05-24 15:32:10,,in,tempodotco,28.0,1163490.0,Indonesia,False,1,0,1,0,[],[],,,,
disnaker dki terbit anjur polemik anak usaha artha graha grup,['temponasional'],2022-05-24 15:41:34,,in,tempodotco,28.0,1163490.0,Indonesia,False,2,0,0,0,[],[],,,,
kurang orang sayang pandemi rusak tatanan ekonomi ancam peluang kerja sempit bijak efektif tanggulang pandemi,['resiliensi'],2022-05-25 02:16:00,['replied_to'],in,yulakusuma,3723.0,8556.0,"Yogyakarta, Indonesia",False,0,1,0,0,[],[],,,,
zenius karyawan alas,"['uzoneid', 'startup', 'elektronik']",2022-05-25 02:21:45,,in,uzoneindonesia,54.0,109398.0,Indonesia,False,0,0,0,0,[],[],,,,
ramai nih bahas startup layoff karyawannya alas kompensasi terima karyawan bahas,"['appsensidimanasaja', 'phk', 'layoff', 'startup', 'indonesia']",2022-05-25 04:12:51,,in,Appsensi_id,43.0,1104.0,Jakarta,False,0,1,0,0,[],[],,,,
ramai berita zenius awai data karyawan startup ri,['databoks'],2022-05-25 04:47:50,,in,databoksid,1.0,14124.0,,False,1,0,0,0,[],[],,,,
zenius alami kondisi makro ekonomi buruk dekade,['money'],2022-05-25 05:43:00,,in,kompascom,30.0,2312481.0,Jakarta,False,0,0,1,0,[],[],,,,
karyawan startup zenius,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-05-25 07:46:11,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],[],,,,
layoff pelik pandang hrd layoff,['terminalmojok'],2022-05-25 07:59:02,,in,mojokdotco,489.0,132062.0,redaksi@mojok.co,False,0,0,0,0,[],[],,,,
kabar karyawan linkaja angkat bicara,"['uzoneid', 'startup', 'elektronik']",2022-05-25 08:51:44,,in,uzoneindonesia,54.0,109398.0,Indonesia,False,0,0,0,0,[],[],,,,
karyawannya startup pecat karyawan periode januarimei,['databoks'],2022-05-25 09:01:47,,in,databoksid,1.0,14124.0,,False,1,0,0,0,[],"['Better Mortgage | Simple, Online Mortgage']",,,,
indonesia linkaja reorganizing sumberdaya amid layoff rumors,"['startup', 'technology']",2022-05-25 09:05:51,,in,yogiliman,28.0,23643.0,,False,0,0,0,0,[],[],,,,
ceo zenius roh monga konfirmasi putus hubung kerja karyawannya berita,['validnews'],2022-05-25 10:00:14,,in,validnewsid,66.0,40861.0,"Jakarta Capital Region, Indone",False,0,1,0,0,[],[],,,,
dunia bisnis,"['bisnis', 'startup']",2022-05-25 10:10:05,,in,tslim,56.0,18250.0,Indonesia,False,0,0,0,0,[],[],,,,
mantan karyawan hotel sandjaja palembang gelar demo tuntut bayar sangon,['publisherstory'],2022-05-25 11:23:32,,in,kumparan,3.0,953869.0,,True,0,0,0,0,[],[],,,,
ratus buruh grebek pabrik bekas kerja,['unjukrasa'],2022-05-25 13:21:28,,in,mp_bekasi,38.0,3384.0,"Bekasi, Jawa Barat",False,1,0,0,0,[],[],,,,
startup lokal karyawan pulih ekonomi,"['uzoneid', 'startup', 'elektronik']",2022-05-25 13:21:44,,in,uzoneindonesia,54.0,109398.0,Indonesia,False,0,0,0,0,[],[],,,,
mohon cerah mantan karyawan resignphk biaya bpjsnya bayar usaha kerja kurun denda juta,"['bpjskesehatan', 'bpjs']",2022-05-25 15:01:24,,in,Kritik_Keras,59.0,4584.0,Segitiga Bermuda,False,0,1,0,0,['bpjskesehatanri'],[],,,,
gelombang putus hubung kerja timpa ratus pegawai startup digital tanah air,['korantempo'],2022-05-25 19:43:04,,in,korantempo,24.0,650491.0,Indonesia,True,2,0,0,0,[],[],,,,
putus hubung kerja timpa ratus kerja startup teknologi badai musim dingin bisnis digital investor kian selektif kucur dana segar seret alir modal usaha rintis andal,['korantempo'],2022-05-25 19:43:06,,in,korantempo,24.0,650491.0,Indonesia,True,6,0,1,0,[],[],,,,
tanggap hrd layoff,['terminalmojok'],2022-05-25 21:00:01,,in,mojokdotco,489.0,132062.0,redaksi@mojok.co,False,1,0,0,0,[],[],,,,
kawankawan mantap kuasa omnibus law,"['phk', 'startup']",2022-05-26 00:26:46,,in,uyaboira,487.0,55867.0,Twitterland,False,0,0,0,0,[],[],,,,
kondisi dunia dunia startup prediksi,['terbaru'],2022-05-26 01:17:14,,in,mojokdotco,489.0,132062.0,redaksi@mojok.co,False,7,0,0,0,[],[],,,,
kondisi dunia dunia startup prediksi ht,['terbaru'],2022-05-26 01:18:35,['retweeted'],in,Coretanditoilet,1307.0,191274.0,Reruntuhan Peradaban.,False,7,0,0,0,['mojokdotco'],[],,,,
tread ngeri tech startup becarrefull vc stop suntik dana sedia market down crypto down,"['layoffs', 'saham', 'cryptocurrency', 'crypto', 'btc']",2022-05-26 02:14:44,,in,ceps1,382.0,2416.0,world,False,0,1,0,0,[],[],,,,
putus hubung kerja timpa ratus kerja startup teknologi badai musim dingin bisnis digital investor kian selektif kucur dana segar edisi baru,['korantempo'],2022-05-26 02:25:36,,in,korantempo,24.0,650491.0,Indonesia,True,41,1,9,0,[],[],,,,
zenius pegawai sangon sesuai uu,['tempobisnis'],2022-05-26 04:43:06,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,1,0,[],[],,,,
kabar sedap startup fintek karya nusantara linkaja mangkas ratus karyawannya gilir stratup edukasi edutech zenius alami,"['linkaja', 'zenius', 'startup', 'phk']",2022-05-26 05:45:00,,in,poskotanetwork,23.0,19464.0,"Jakarta, Indonesia",False,0,0,0,0,[],[],,,,
linkaja ratus pegawai bisnis jalan,['tempobisnis'],2022-05-26 06:41:03,,in,tempodotco,28.0,1163490.0,Indonesia,False,1,0,0,0,[],[],,,,
startup laku karyawan sebab tengah tumbuh kembang usaha startup kenal usaha rintis pekan kabar enak hampir,"['news', 'startup', 'phkstartup']",2022-05-26 07:11:33,,in,terkinidotid,475.0,61130.0,"Makassar, Indonesia",False,0,0,0,0,[],[],,,,
zenius karyawan linkaja merinci,"['phk', 'pemutusanhubungankerja', 'linkaja', 'zenius']",2022-05-26 08:05:26,,in,IDbelasting,49.0,8369.0,Jakarta,False,0,0,0,0,[],[],,,,
sebab startup karyawan,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-05-26 09:49:03,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],[],,,,
angka anggur pandemi sumbang tingkat angka miskin akut daerah indonesia kecuali jawa timur,"['lanyalla', 'ppjawatimur']",2022-05-26 10:22:42,,in,LaNyallaMM1,190.0,9718.0,"DKI Jakarta, Indonesia",False,12,0,0,0,"['officialmpnpp', 'officialppjatim']",[],,,,
kini bisnis linkaja karyawan ratus seleweng bbm ungkap,['tempobisnis'],2022-05-26 11:45:10,,in,tempodotco,28.0,1163490.0,Indonesia,False,2,0,0,0,[],[],,,,
bayangbayang emang hantu kondisi ekonomi sulit khawatir jkp hadir solusi pasti hrd daftar jkp,"['solusikerjatenang', 'kariramanuntukmasadepan']",2022-05-26 12:40:51,,in,jkp_id,2.0,88.0,Indonesia,False,0,0,0,0,[],[],,,,
marak gelembuk startup sebab kadin,['tempobisnis'],2022-05-26 12:51:35,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,1,0,[],[],,,,
analis praktisi hukum restrukturisasi utang kantor frans setiawan hendra setiawan boen pandang kait fenomena startup,['phkmassal'],2022-05-26 15:23:02,,in,jpnncom,0.0,937171.0,Indonesia,False,0,0,0,0,[],[],,,,
usaha startup tanah air fintek karya nusantara finarya linkaja zenius education putus hubung kerja ratus karyawannya informasi lengkap,"['indonesia', 'phk', 'startup']",2022-05-26 19:00:00,,in,holopiscom,0.0,16407.0,Jakarta,False,0,0,0,0,[],[],,,,
marak startup rudiantara bubble burst,['tempobisnis'],2022-05-26 22:50:05,,in,tempodotco,28.0,1163490.0,Indonesia,False,1,0,2,0,[],[],,,,
kini bisnis luhut lapor jokowi usaha sawit musim startup,['tempobisnis'],2022-05-26 23:57:04,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,2,1,0,[],[],,,,
usaha startup teknologi edukasi edutech zenius ratus karyawannya sebab usaha startup bidang didik zenius education putus hubung kerja besar,"['news', 'ratusankaryawannya']",2022-05-27 00:09:05,,in,terkinidotid,475.0,61130.0,"Makassar, Indonesia",False,0,0,0,0,[],[],,,,
klaim jamin hak karyawan diphk,['tempobisnis'],2022-05-27 00:56:02,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],[],,,,
analis karyawan usaha rintis fokus bisnis,['tempobisnis'],2022-05-27 01:48:04,,in,tempodotco,28.0,1163490.0,Indonesia,False,1,0,1,0,[],[],,,,
fenomena karyawan usaha rintis akibat fokus bisnis habis dana,['tempobisnis'],2022-05-27 03:31:35,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],[],,,,
zenius startup alami krisis startup pelat merah fintek karya nusantara finarya linkaja memphk ratus karyawannya,"['ekonomi', 'validnews']",2022-05-27 05:00:06,,in,validnewsid,66.0,40861.0,"Jakarta Capital Region, Indone",False,0,0,0,0,[],[],,,,
masyarakat rasa dampak inflasi naik barang butuh pokok angka anggur pandemi sumbang tingkat angka miskin akut daerah indonesia,"['lanyalla', 'indonesia']",2022-05-27 06:10:58,['replied_to'],in,CallCentreCan,676.0,9810.0,,False,2,1,0,0,[],[],,,,
