text,hashtags,created_at,reference_type,lang,users.username,users.following,users.tweets,users.location,users.verified,metrics.retweets,metrics.replies,metrics.quotes,metrics.impressions,entities.mentions,entities.url title,places.name,places.place_type,places.country,places.country_code
nitip jual bu mincot habis kena pandemi unit apartment city square margorejo tower lantai,['lapakcot'],2022-08-28 08:29:29,['retweeted'],in,indiraatsiri,141.0,6488.0,,False,1,0,0,0,"['ghifari_id', 'hrdbacot']",[],,,,
terhindar efek join course online bersertifikat daftar leapers expert skill,['untukindonesialebihbaik'],2022-08-28 13:42:48,['replied_to'],in,LEAP_Telkom,1.0,389.0,,False,0,0,0,0,[],['Pijar Mahir'],,,,
lanyalla korban pekerjaan pengganti memiliki penghasilan,['lanyalla'],2022-08-29 07:14:07,['replied_to'],in,adibaprayoga,336.0,8031.0,"DKI Jakarta, Indonesia",False,1,1,0,0,[],[],,,,
microsoft ford jakarta,"['phk', 'ford', 'automotive', 'infografis', 'infographic']",2022-08-29 10:55:20,,in,emasyhudi,114.0,1854.0,jakarta,False,0,0,0,0,[],['I Masyhudi (@emasyhudi) • Instagram photo'],"Grogol Petamburan, Indonesia",city,Indonesia,ID
masyarakat bbm kii,['febiuinsamaju'],2022-08-29 11:34:38,,in,Mygirls_len,5.0,10.0,,False,0,0,0,0,[],[],,,,
pembuat filter ferdy sambo rizal menceritakan perjalanan suksesnya rizal bangki,['detiknetwork'],2022-08-30 01:05:32,['retweeted'],in,Aufaresoge,320.0,37778.0,,False,3,0,0,0,['cnnindonesia'],[],,,,
meesho layoffs employees bengaluru india,"['layoffs', 'layoffstracker', 'india']",2022-08-30 04:02:47,,in,LayoffsTracker,11.0,902.0,,False,0,0,0,0,[],[],,,,
jokowi lupa korban freeport,"['bbm_naikjokowiturun', 'houseofthedragon']",2022-08-30 08:15:30,,in,buruhpapua28,849.0,714.0,Medan Perjuangan Buruh Papua,False,7,6,2,0,[],[],,,,
memilih terimindate sesampainya digerai sukajadi infokan terimindate kecewa disitu surat sah atasan uud pakbu,['sicepat'],2022-08-30 12:04:40,['replied_to'],in,geaaaaaaa_,36.0,199.0,,False,0,1,0,0,['sicepat_ekspres'],[],,,,
meningkat bbm efek dominonya bidang ganti harga,['bebanhidupmeroket'],2022-08-30 23:25:38,['replied_to'],in,dyta0303,5687.0,52070.0,,False,3,1,0,0,[],[],,,,
target pendapatan meleset xiaomi karyawan,"['uzoneid', 'teknologi', 'gadget']",2022-08-31 04:21:57,,in,uzoneindonesia,54.0,109398.0,Indonesia,False,0,0,0,0,[],"['Target Pendapatan Meleset, Xiaomi PHK 900 Karyawan']",,,,
berkunjung papua jokowi selesaikan ribuan karyawan fi,"['jubitvid', 'tanahpapua', 'papua', 'indonesia']",2022-08-31 08:35:32,,in,jubidotcom,16.0,105419.0,West Papua,True,8,3,1,0,[],[],,,,
buruh menolak kenaikan harga bbm menyebabkan naiknya inflasi kenaikan inflasi mengancam ekonomi buruh kelangsungan dunia usaha berdampak,"['nusantara', 'adadikompas']",2022-08-31 11:48:54,,in,KompasKlasika,128.0,73167.0,"Palmerah Selatan, Jakarta",False,0,0,0,0,[],['Buruh Jatim Tolak Rencana Kenaikan Harga BBM'],,,,
tahukah karyawan resign pesangon jenis hak kulik infografis,"['infografishukum', 'klinikhukum', 'hukumketenagakerjaan']",2022-08-31 12:00:01,,in,klinikhukum,198.0,114488.0,"Jakarta Selatan, DKI Jakarta",False,7,0,0,0,[],['Hak Pekerja yang Terkena PHK dan yang Mengundurkan Diri - Klinik Hukumonline'],,,,
tmobile tmus,"['layoff', 'layoffs']",2022-08-31 23:21:52,,in,TheLayoffBot,303.0,34146.0,,False,0,0,0,0,[],['TMOBILE Layoffs 2022 - post regarding T-Mobile layoffs'],,,,
snapchat berencana karyawannya,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-09-01 01:23:36,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],"['Snapchat Berencana PHK 1.280 Karyawannya, Ini yang Terjadi - Harianjogja.com']",,,,
beban hidup berat,['bbm_naikjokowiturun'],2022-09-01 02:08:39,,in,aniesjoss,1305.0,1873.0,,False,0,0,0,0,[],[],,,,
kaget pull request situs gelombang layoff berlanjut reponya dicek,['carikerja'],2022-09-01 02:45:03,,in,rizafahmi22,391.0,4591.0,🟩🟩🟨⬛️⬛️⬛️⬛️⬛️⬛️⬛️ (21/100),False,3,3,0,0,[],['GitHub - rizafahmi/carikerja: Menghubungkan para Software Engineer kece di tanah air yang terpaksa harus terkena pemutusan hubungan kerja karena pandemi COVID-19 dengan perusahaan yang sedang mencari talenta digital.'],,,,
kaget pull request situs gelombang layoff,['carikerja'],2022-09-01 03:06:32,['retweeted'],in,ketikauto,214.0,4910.0,,False,3,0,0,0,['rizafahmi22'],[],,,,
fakta kronologi sutradara terganteng paragon pictures viral tampar kru perempuan,['paragonpictures'],2022-09-01 06:34:35,,in,boyandri14,2.0,460.0,,False,0,0,0,0,[],['Fakta Kronologi'],,,,
dipungkiri kondisi sulit terdampak pekerja sektor tembakau,['tenagakerja'],2022-09-01 12:51:29,,in,amti_d19,66.0,420.0,"DKI Jakarta, Indonesia",False,2,0,0,0,[],['Profil dan Sejarah Pabrik Rokok Apache yang Tutup dan Bikin Ratusan Karyawan di Blitar Terdampak PHK - Surya.co.id'],,,,
ribuan pekerja diphk lantaran mogok kerja,['papua'],2022-09-02 03:36:38,,in,beritaKBR,7.0,243611.0,"Jakarta, Indonesia",False,0,0,0,0,[],"['Berkunjung ke Papua, Jokowi Diminta Selesaikan PHK Ribuan Karyawan Freeport - kbr.id']",,,,
bohong nasib janji semoga komnasham keadilan pekerja freeport,['ringsofpower'],2022-09-02 05:51:18,['quoted'],in,Mulalt_,355.0,15344.0,West Papua,False,0,0,0,0,['jokowi'],[],,,,
lantas hasil mediasi gelombang gaji standar,"['gibranrakabuming', 'ganjarpranowo', 'viral']",2022-09-02 07:14:45,['replied_to'],in,Mynameisando1,2.0,6.0,,False,0,0,0,0,['kemnakerri'],[],,,,
pembuat filter ferdy sambo rizal menceritakan perjalanan suksesnya rizal bangkit menghasilkan uang puluhan juta rupiah kisahnya,['terpopuler'],2022-09-02 12:37:44,,in,detikinet,11.0,180662.0,"Jakarta, Indonesia",False,0,0,0,0,[],"['Kreator Filter Ferdy Sambo, Dari PHK Sampai Cuan Puluhan Juta']",,,,
bank credit suisse ribuan pegawai,['tempodunia'],2022-09-02 14:31:10,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],['Bank Credit Suisse Disebut Bakal PHK Ribuan Pegawai'],,,,
industrial inflation mengerikan pabrik tutup membayar biaya listrik gas mahal,['inflasi'],2022-09-02 19:42:46,,in,wahyuvicko,2586.0,9512.0,,False,0,0,0,0,[],[],,,,
daniel ricciardo kontrak oscar piastri selesai tinggal kisruh kontrak alex palou diselesaikan,['indycar'],2022-09-03 02:15:37,['quoted'],in,RF1_Racing,268.0,10210.0,"Jakarta, Indonesia",False,0,1,0,0,[],[],,,,
khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:16:04,['replied_to'],in,Auleeeya,56.0,1427.0,,False,0,1,0,0,[],"['BLT BBM Rp600.000 Mulai Dibagikan, Ini Syarat dan Cara Mendapatkannya']",,,,
syarat ketetapan wajib dipenuhi meraih blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:28:25,,in,yunusmohammed66,18.0,773.0,,False,0,0,0,0,[],[],,,,
program bansos kali penerimanya diharuskan terdampak langsung kenaikan harga bbm mengalami upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:00,,in,kiprikus,5.0,203.0,,False,0,0,0,0,[],[],,,,
blt bbm terkena dampak upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:00,,in,syadit10,30.0,56.0,,False,0,0,0,0,[],[],,,,
penyaluran blt bbm disalurkan masyarakat membutuhkan terkena dampak kenaikan bbm kena upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:00,,in,hwangskys,1377.0,16705.0,she/her ♡ ,False,0,0,0,0,[],"['BLT BBM Rp600.000 Mulai Dibagikan, Ini Syarat dan Cara Mendapatkannya']",,,,
suda cek langsung presiden aman penerima bansos masyarakat miskin memiliki ktp bansos program terdampak kenaikan harga bbm terkena upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:00,,in,katebixshop,40.0,57.0,,False,0,0,0,0,[],['Presiden Mengecek Langsung Penyaluran BLT BBM di Tanimbar | Sekretariat Negara'],,,,
blt karyawan terkena upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:01,,in,tem17056450,53.0,125.0,,False,0,0,0,0,[],[],,,,
berhak menerima bansos phk sasaran kena upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:30:04,,in,Ummuazi21472482,38.0,298.0,,False,0,0,0,0,[],[],,,,
lakukan merosotnya nilai aset baca,"['rainfinancial', 'kripto']",2022-09-03 06:32:37,,in,CryptonewsIna,79.0,2633.0,Indonesia,False,0,0,0,0,[],"['Akibat Merosotnya Nilai Aset Digital, Bursa Kripto Rain Financial']",,,,
salah syarat ketentuan dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja,['penyaluranbltbbm'],2022-09-03 06:34:36,,in,RafiaAsqal,2.0,74.0,,False,0,0,0,0,[],"['BLT BBM Rp600.000 Mulai Dibagikan, Ini Syarat dan Cara Mendapatkannya']",,,,
blt dibayarkan masyarakat terkena ber ktp miskin the best nih upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:39:36,,in,shakilacerewet,361.0,538.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan mesti dipenuhi blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:41:44,,in,suhaime_aimye,50.0,1042.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan kudu dipenuhi blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:42:20,,in,nithiya_tia85,8.0,703.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi meraih blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:43:17,,in,nabilahjtt,43.0,319.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi meraih blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:43:28,,in,farhanjtt,45.0,312.0,,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi blt bbm khusus bansos program phk penerima wajib masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:44:52,,in,saifulfazli13,13.0,1170.0,,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi beroleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:45:10,,in,fatihahjtt,45.0,316.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi blt bbm khusus bansos program phk penerima wajib masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:45:23,,in,ThilagaSamyy,14.0,831.0,,False,0,0,0,0,[],[],,,,
syarat keputusan wajib dipenuhi meraih blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:46:39,,in,shawal8_trg,37.0,747.0,"Setiu,Trg",False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:47:12,,in,lianaemy47,31.0,802.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan mesti dipenuhi beroleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:48:56,,in,NadzriHushai,16.0,739.0,Lubuklinggau,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi memperoleh blt bbm khusus bansos program phk penerima mesti masyarakat terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:50:32,,in,wahid11_trg,31.0,840.0,Bandar Permaisuri,False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi blt bbm khusus bansos program phk penerima mesti masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:50:55,,in,muhdyusry38,25.0,266.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi meraih blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:51:14,,in,nursiti6_trg,37.0,770.0,,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi meraih blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:52:34,,in,hafiz_hayar,19.0,757.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan kudu dipenuhi memperoleh blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:52:49,,in,SELVEANTHERA,12.0,692.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi memperoleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:53:02,,in,syuhadaishak97,51.0,290.0,parit raja,False,0,0,0,0,[],[],,,,
syarat ketentuan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:53:16,,in,Rossazlindaayu,27.0,982.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan wajib dipenuhi beroleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:53:42,,in,ratma1_trg,42.0,937.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:56:23,,in,ritarahayu47,36.0,671.0,,False,0,0,0,0,[],[],,,,
syarat keputusan kudu dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:56:40,,in,nazrul4_trg,35.0,755.0,"Kolej Teknologi Bestari,Trg",False,0,0,0,0,[],[],,,,
syarat ketentuan wajib dipenuhi beroleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:57:39,,in,halimabas95,58.0,746.0,Yong Peng,False,0,0,0,0,[],[],,,,
syarat keputusan wajib dipenuhi beroleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:57:59,,in,habsahsiti42,41.0,242.0,,False,0,0,0,0,[],[],,,,
syarat keputusan kudu dipenuhi beroleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:58:18,,in,norjtt,45.0,419.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan kudu dipenuhi meraih blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 06:58:34,,in,zaitun16_trg,35.0,1044.0,Bandar Permaisuri,False,0,0,0,0,[],[],,,,
syarat ketentuan mesti dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:00:06,,in,shukri7rs_trg,30.0,799.0,Bandar Permaisuri,False,0,0,0,0,[],[],,,,
syarat keputusan wajib dipenuhi meraih blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:00:33,,in,sharif4_trg,30.0,741.0,Merbau Menyusut,False,0,0,0,0,[],[],,,,
syarat ketentuan mesti dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:00:53,,in,fazlyzainuddin,13.0,921.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:01:14,,in,rezzajtt,44.0,186.0,,False,0,0,0,0,[],[],,,,
syarat keputusan wajib dipenuhi beroleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:02:07,,in,vickjtt,45.0,259.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:02:32,,in,hockheng62,60.0,656.0,penggaram,False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi memperoleh blt bbm khusus bansos program phk penerima mesti masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:05:23,,in,yekweeping,20.0,367.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi meraih blt bbm khusus bansos program phk penerima penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:05:54,,in,mohdhafisrozi,35.0,866.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi memperoleh blt bbm khusus bansos program phk penerima wajib masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:11:17,,in,rais4_trg,43.0,812.0,"Kolej Teknologi Bestari,Trg",False,0,0,0,0,[],[],,,,
syarat ketetapan kudu dipenuhi beroleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:12:16,,in,deeewiarianiii,12.0,1301.0,,False,0,0,0,0,[],[],,,,
syarat keputusan kudu dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:15:23,,in,syuhaila1_trg,37.0,888.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi meraih blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:17:13,,in,suppoletchmi,31.0,896.0,,False,0,0,0,0,[],[],,,,
syarat ketetapan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:18:26,,in,FauzanFauzan_,15.0,1277.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi memperoleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:19:33,,in,sitiiropeahhh,11.0,874.0,bandung,False,0,0,0,0,[],[],,,,
syarat ketetapan dipenuhi blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:20:46,,in,umarjtt,44.0,257.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan kudu dipenuhi beroleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:21:17,,in,nurellya64,13.0,320.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:21:48,,in,putriaisyaahhh,10.0,867.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi beroleh blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:22:43,,in,fatinazira35,77.0,211.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi meraih blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:23:43,,in,khaidirrahman54,31.0,478.0,,False,0,0,0,0,[],[],,,,
salah syarat dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja,['penyaluranbltbbm'],2022-09-03 07:24:00,,in,MADANIBRO,82.0,19310.0,,False,0,0,0,0,[],"['BLT BBM Rp600.000 Mulai Dibagikan, Ini Syarat dan Cara Mendapatkannya']",,,,
syarat ketentuan dipenuhi meraih blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:29:35,,in,sengchye66,14.0,191.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan kudu dipenuhi memperoleh blt bbm khusus bansos program phk penerima wajib masyarakat terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:30:10,,in,rezaaraharjo,10.0,956.0,,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:33:16,,in,muhdsidik74,19.0,378.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan interaksi kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:36:47,,in,nursyifaa56,18.0,361.0,,False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan jalinan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:37:38,,in,nurha1_trg,41.0,767.0,"Kolej Teknologi Bestari,Trg",False,0,0,0,0,[],[],,,,
syarat keputusan dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:39:10,,in,fadilajtt,44.0,311.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan dipenuhi meraih blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 07:48:04,,in,tankim_hua,58.0,974.0,senggarang,False,0,0,0,0,[],[],,,,
ekonomi swiss ketar ketir bank credit suisse ribuan pegawai baca,"['mataindonesia', 'bankcredit', 'phkpegawai']",2022-09-03 08:00:02,,in,matamilenialID,19.0,46773.0,"Jakarta, Indonesia",False,0,0,0,0,[],"['Ekonomi Swiss Mulai Ketar Ketir, Bank Credit Suisse akan PHK Ribuan Pegawai']",,,,
syarat ketentuan mesti dipenuhi beroleh blt bbm khusus bansos program phk penerima wajib penduduk terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:13:27,,in,suhaime_aimye,50.0,1042.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan wajib dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:16:45,,in,nithiya_tia85,8.0,703.0,,False,0,0,0,0,[],[],,,,
syarat ketentuan kudu dipenuhi memperoleh blt bbm khusus bansos program phk penerima mesti penduduk terdampak kenaikan harga bbm terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:22:29,,in,nabilahjtt,43.0,319.0,,False,0,0,0,0,[],[],,,,
syarat keputusan mesti dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu masyarakat terdampak kenaikan harga bbm terkena pemutusan pertalian kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:23:54,,in,farhanjtt,45.0,312.0,,False,0,0,0,0,[],[],,,,
salah syarat ketentuan dipenuhi blt bbm khusus bansos program phk penerima masyarakat terdampak kenaikan harga bbm terkena upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:27:23,,in,saiydahnabilah1,63.0,1643.0,,False,0,0,0,0,[],"['BLT BBM Rp600.000 Mulai Dibagikan, Ini Syarat dan Cara Mendapatkannya']",,,,
syarat ketentuan mesti dipenuhi memperoleh blt bbm khusus bansos program phk penerima kudu penduduk terdampak kenaikan harga bbm terhitung terkena pemutusan hubungan kerja upaya perbaiki ekonomi,['penyaluranbltbbm'],2022-09-03 08:32:20,,in,saifulfazli13,13.0,1170.0,,False,0,0,0,0,[],[],,,,
